Player,Nation,Pos,Squad,Comp,CrdY/90,CrdR/90,G/90,A/90,PKatt,xA/90,(G-xG)/90,Sh/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,LongAtt/90,(A-xA)/90,(1/3)/90,PPA/90,CrsPA/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,Clr/90,TchDef:Pen%,Tch:Mid%,Tch:Att%,Tch:Live%,Dri/90,DriW%,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
Carlos Akapo,EQG,DF,Cádiz,La Liga,0.31,0.1,0.1,0.0,0,0.03,0.06,0.21,36.35,1.35,66.8,11.98,7.71,-0.03,1.04,0.52,0.31,11.46,0.94,0.0,10.52,0.0,5.1,0.83,1.67,40.7,28.1,31.2,5.2,55.6,7.2,0.3,0.6,4.0,3.7,2.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,2.29,0.62,0.0,2.6,1.56,11.46,3.23,7.19,0.52,3.12,0.42,0.0,1.35,4.17,4.1,43.0,15.3,73.1,1.25,83.3,6.87,51.3,2.92,0.73,0.1,0.52,0.52,17.29,92.8,5.2,-3.820488572826238,-0.5001247969536936,8.289627461468466,1.2391234897061207,-0.3129655666737213,1.4686938960954021,-1.3317345824555262,0.2767490439211842,-2.919108987397576,1.250737972276055,2.3395109165081664,-0.3125062640277629,-1.3592601222419425,0.4905331278596599,-0.5990515027831437,-0.8146591330912875,-0.9524583476897013,0.576578918683538
Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,0.77,0.0,0.0,0.09,0,0.08,-0.08,1.02,30.26,2.39,81.4,14.96,2.91,0.01,1.45,0.68,0.0,1.54,0.34,0.0,1.03,0.17,4.7,0.51,0.09,72.0,17.8,10.2,16.7,74.3,3.4,0.8,0.3,2.5,2.5,4.0,0.09,0.0,0.09,0.26,0.09,0.0,0.0,0.0,0.0,0.0,3.93,1.28,2.22,0.43,2.31,0.77,30.26,9.49,9.15,5.9,2.82,0.51,0.0,1.54,1.2,16.8,52.3,25.7,89.9,2.22,73.1,4.86,43.1,2.39,0.85,0.26,1.45,1.54,31.11,78.6,13.6,-0.9115067019209334,0.5792782296521074,0.05752939126668612,8.652574833454366,-0.16749526180019472,2.7397617565207106,0.33059393331830267,0.1951392999096743,0.6841783828992398,-0.55645915873929,0.09162438120873484,1.429549009265061,-0.36863713611669646,-0.09780233003067884,-1.1665131163818308,-0.7632037269248805,-1.1939523786625355,-0.013876868747901807
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,0.08,0.0,0.08,0.0,0,0.03,0.07,0.15,55.83,3.48,82.2,16.14,11.82,-0.03,2.5,0.15,0.0,4.62,2.2,0.15,2.27,0.0,6.14,0.98,0.53,75.8,7.5,16.7,13.3,77.9,3.4,0.0,0.1,3.1,0.8,1.4,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.82,1.14,0.61,0.08,0.98,0.68,13.48,4.85,6.06,1.14,2.95,1.21,0.15,0.76,3.33,16.1,51.1,6.0,87.8,0.83,63.6,5.06,54.8,3.03,0.61,0.15,0.61,0.23,45.61,97.0,1.2,-5.580756925445233,-1.2773722450589702,-0.10812500328910502,-0.8648860879176404,-0.3391147646239245,1.1301312768989333,-0.4665181718678902,0.6234441791693285,-0.8682756752617617,0.42887553699978676,-1.4076548805946083,-0.48444085587770236,1.35219331944561,-3.3506048406946376,0.7604438348319185,0.1630294326004883,5.009364148788847,2.852096320201042
David Alaba,AUT,"DF,MF",Bayern Munich,Bundesliga,0.13,0.0,0.07,0.13,0,0.08,0.02,0.71,75.79,6.36,85.1,23.06,14.14,0.06,7.81,1.25,0.13,3.13,1.68,0.03,1.35,0.17,6.57,1.52,0.98,76.4,8.0,15.6,83.0,11.6,3.0,0.1,0.5,1.2,1.6,1.6,0.0,0.1,0.0,0.03,0.2,0.03,0.0,0.0,0.0,0.0,1.38,0.44,0.84,0.1,1.25,0.4,11.65,4.41,4.04,1.68,1.58,0.51,0.0,1.21,3.16,8.6,54.1,12.4,89.4,0.54,87.5,6.43,50.7,6.67,1.18,0.2,0.74,0.44,65.19,96.0,2.6,-3.0407225083542473,2.837808869043242,-2.705583589610689,-2.354819274680775,0.8962929979861569,-1.5706147527774486,2.478096652456184,-0.4856251681110708,0.3919157692568601,-1.3123985091774166,-0.20979069159730074,-1.1954543203661838,-0.7213210219901816,-0.021601545122541324,-0.4852670288570089,1.0834910450093584,0.1964162359608769,-0.7264788099298917
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,0.24,0.0,0.0,0.12,0,0.07,-0.01,0.3,54.61,3.89,79.6,22.87,7.6,0.05,3.71,0.66,0.06,11.92,1.08,0.0,10.78,0.0,4.49,1.14,0.9,58.0,26.1,15.9,6.6,70.5,2.3,0.2,0.3,2.1,3.3,3.2,0.06,0.0,0.12,0.0,0.18,0.0,0.0,0.0,0.06,0.0,3.71,2.16,0.9,0.66,2.81,1.86,15.69,5.21,8.98,2.34,2.1,0.12,0.0,2.04,2.75,5.6,47.6,20.9,79.7,2.04,64.7,4.21,62.0,4.01,1.26,0.24,0.78,1.26,40.12,92.5,3.9,-2.699778995467632,3.5946485504335706,4.113083992682238,3.4486173014156902,-2.165706223020091,-0.23956887443098648,-1.0699420185563737,2.45088583009558,-0.8386272497854966,0.4117460078494803,1.4217002766023916,0.5769384094617253,0.049427453856245404,-0.08565243052266261,1.4922682156311735,-0.08690574021504051,0.06649579610366292,-1.025437644150616
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,0.14,0.0,0.8,0.14,2,0.05,0.33,2.67,22.83,0.72,75.9,12.83,1.45,0.09,0.87,0.29,0.0,1.16,0.07,0.0,0.0,0.0,6.01,0.07,0.0,63.2,23.2,13.7,11.7,70.2,7.0,4.4,0.0,0.3,2.9,3.8,0.14,0.07,0.22,0.0,0.22,0.0,0.0,0.07,0.0,0.0,0.58,0.22,0.22,0.14,0.29,0.07,11.01,3.62,0.36,7.32,0.65,0.14,0.0,0.22,0.65,32.2,42.4,49.7,91.7,1.88,76.9,3.37,29.4,0.94,0.43,0.29,2.97,1.52,47.25,56.0,39.5,5.750693937498824,-6.892299859729546,-1.8158114519024182,0.06992170320458921,0.7006073987837116,-3.3270240285076764,-0.02685711506438972,3.2936833557915,1.2199063275153879,3.358598976860837,-0.34050999898736956,-1.3768924647982108,-1.3514751606945918,0.3650533920541203,0.40198046164900525,-2.3562332328210944,1.0758565105029148,-0.7230293022327817
Jordi Alba,ESP,DF,Barcelona,La Liga,0.27,0.0,0.09,0.15,0,0.22,0.02,0.8,87.29,6.28,85.5,44.88,7.95,-0.07,3.72,2.47,0.57,8.07,0.89,0.09,7.08,0.21,5.98,1.25,3.36,74.4,15.9,9.7,78.3,12.2,1.1,0.2,0.2,0.8,1.9,3.3,0.03,0.0,0.0,0.03,0.27,0.0,0.0,0.0,0.0,0.0,1.46,0.74,0.48,0.24,1.9,0.77,10.3,2.89,3.69,1.96,1.9,0.12,0.0,1.28,1.37,9.0,38.9,40.7,87.4,1.1,45.9,3.59,52.5,5.03,1.34,0.48,0.65,0.42,77.41,93.0,8.0,-0.47518224777066276,5.022576520978718,0.18794508195353932,-2.4142343474059724,-1.860872945206634,-4.762366500933813,1.5023345700396382,1.0753680651022786,0.5002491175843152,0.05129947514662368,-1.1207117900063592,0.6219898903905989,0.9349462251519869,-2.154770411146038,-1.7938367282975365,-0.7569651457039456,-2.027546856550769,-0.32607729645422173
Luis Alberto,ESP,MF,Lazio,Serie A,0.17,0.0,0.31,0.07,0,0.28,0.12,2.37,66.7,9.97,78.3,25.02,13.78,-0.21,9.0,3.09,0.31,8.9,2.47,4.02,0.72,0.52,10.82,2.37,1.27,71.7,11.1,17.3,4.8,92.0,1.2,0.5,0.8,1.0,2.6,2.3,0.14,0.1,0.07,0.03,0.17,0.0,0.03,0.0,0.0,0.0,1.48,0.58,0.62,0.27,2.27,0.48,18.45,5.33,4.5,4.5,1.31,0.07,0.0,0.72,0.41,7.2,50.2,36.6,79.2,2.85,60.2,6.71,69.1,11.13,4.85,0.58,1.48,1.75,62.61,89.3,7.8,2.5156555205612956,8.942608760449692,-2.5502886907360605,-2.4156007968892186,1.7189188699739166,-0.8306065642123389,-1.9593428242472581,-3.692627646538155,-2.7602457865307795,2.2756467953144903,-2.1224192865294724,-1.4749891269746704,0.506272569223412,-1.7234287011677774,-1.1271768269009186,1.4881689437312997,0.11609435301263402,-0.24688486524161615
Raúl Albiol,ESP,DF,Villarreal,La Liga,0.2,0.0,0.0,0.0,0,0.03,-0.02,0.23,58.01,3.21,89.4,12.02,16.01,-0.03,2.83,0.14,0.0,1.97,1.82,0.0,0.12,0.0,5.35,1.94,0.09,79.1,7.0,13.9,14.6,79.8,3.6,0.0,0.1,1.5,0.7,0.9,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.84,0.64,0.2,0.0,0.69,0.35,5.78,2.28,3.09,0.23,1.36,0.69,0.03,0.66,4.91,22.6,45.1,2.1,89.2,0.26,55.6,7.29,63.1,3.7,0.46,0.0,0.17,0.09,47.63,99.0,0.3,-5.26990478264519,-2.3155256106040203,-2.0235502446949525,-4.079726459952077,-0.8888022028261621,0.631180702919882,-0.8981456996275058,-1.4432614020329042,-0.09047212940329256,-0.38747413264775005,-0.48639655939793924,0.0510965814752307,-0.17001137439164854,0.18384233839231529,-0.41491752256412645,0.3661104496801171,1.3872701943919983,-0.08550979683726888
Marc Albrighton,ENG,"DF,FW",Leicester City,Premier League,0.1,0.0,0.05,0.26,0,0.23,-0.02,1.08,47.58,4.48,68.8,19.74,10.26,0.03,2.63,2.16,0.82,5.1,0.52,1.6,2.99,0.31,7.78,1.7,3.76,56.7,20.5,22.9,7.4,81.8,2.7,0.7,0.7,1.7,3.3,7.8,0.21,0.05,0.1,0.31,0.57,0.1,0.0,0.05,0.0,0.05,2.22,0.82,0.93,0.46,2.84,1.03,17.53,6.65,5.72,4.38,1.65,0.1,0.05,1.44,1.34,8.7,38.5,41.4,86.1,3.09,50.0,4.96,49.3,4.54,1.24,0.41,1.13,2.01,47.11,78.7,9.9,3.778510597752255,4.735812189600146,2.799480460506242,1.7965469506691214,2.2283580890838057,2.1604891852366577,-1.1768350814893658,1.789906034647661,0.512638996812283,-1.5520604456563782,-3.7286846330915266,1.9997684395756319,0.15955786829563065,-1.249944747473908,-1.374046981769529,0.6985490074848241,0.17101661896793385,1.4795973911275708
Paco Alcácer,ESP,FW,Villarreal,La Liga,0.0,0.0,0.35,0.23,2,0.19,-0.13,2.1,15.99,0.52,73.5,9.36,1.4,0.05,0.29,0.41,0.06,2.09,0.0,0.0,0.06,0.35,2.33,0.35,0.35,62.2,24.4,13.5,13.1,74.5,6.9,1.8,1.1,1.5,4.7,3.6,0.12,0.17,0.06,0.0,0.52,0.0,0.06,0.12,0.0,0.0,0.29,0.06,0.12,0.12,0.52,0.06,9.71,2.67,0.47,4.83,0.64,0.0,0.0,0.41,0.29,44.3,47.2,44.7,87.0,0.58,70.0,3.59,44.6,1.45,0.35,0.52,1.51,0.87,34.59,46.1,38.7,6.085167449007101,-6.120755637769075,-0.11594273423372746,-1.435381733949703,1.4703240018042822,-1.292181899016953,-0.760031997707163,2.1591181536943487,1.0125630216771166,-0.6411857175894209,0.6630274041357572,-0.6720712489210668,1.2464040905267528,0.36034906980992293,-0.3910973974211987,3.0251504412719092,-2.769924413817691,1.8122718038381198
Pedro Alcalá,ESP,DF,Cádiz,La Liga,0.2,0.0,0.0,0.0,0,0.0,-0.01,0.2,26.73,1.09,75.6,3.66,11.39,0.0,1.39,0.0,0.0,1.58,1.58,0.0,0.0,0.0,2.67,2.38,0.0,59.3,7.0,33.7,3.7,84.8,8.1,0.7,0.7,2.2,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.59,0.2,0.0,0.89,0.5,6.53,1.58,4.46,0.2,2.67,1.19,0.1,2.18,6.24,100.0,41.1,0.7,89.2,0.0,0.0,6.19,55.0,0.69,0.0,0.0,0.0,0.0,19.9,94.0,0.0,-5.71791505937972,-6.900729736333664,2.1478237863245324,-3.3716620014083527,1.354513483164065,3.8926568581254712,-0.9880052604918286,0.6786250279946408,-1.2036311370177541,-0.8009326622749553,-1.0936276808634708,-0.4968334177865697,1.7427532932267014,-3.163933124331049,-1.47119670591772,0.6287672779232452,2.889559559172228,1.4638391772071595
Thiago Alcántara,ESP,MF,Liverpool,Premier League,0.19,0.0,0.05,0.0,0,0.11,-0.02,1.07,81.26,8.93,89.5,27.38,16.41,-0.11,10.05,1.31,0.05,2.14,1.55,0.0,0.15,0.44,11.17,4.13,0.19,73.0,11.6,15.4,5.0,90.2,2.9,0.4,0.3,1.1,2.1,1.4,0.15,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.3,1.31,1.41,0.58,2.43,0.92,22.43,6.55,5.83,5.34,1.36,0.05,0.0,2.04,1.02,3.9,60.3,22.6,91.6,2.04,66.7,4.36,54.4,7.48,2.82,0.19,0.73,0.87,73.45,94.6,2.7,-2.3427346656878174,7.286657670593158,-4.621586805039432,3.2386449546750113,2.177010239349646,-1.94820258484255,-0.795520003944555,-1.597856982938744,-2.746466798067204,-0.2704668670221502,-2.0808069941835985,-0.7721014821754424,0.9794587419041041,-0.7859327443240823,0.05577483290834598,-0.3795781405743538,-0.3441428572624014,-0.39833901736116517
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,0.41,0.0,0.04,0.0,0,0.03,-0.03,1.12,48.01,2.95,83.1,16.27,11.87,-0.02,3.94,0.54,0.0,2.2,1.91,0.04,0.25,0.04,8.42,2.95,0.25,67.5,9.1,23.4,14.7,76.4,4.4,0.7,0.3,2.7,1.9,1.6,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,2.28,1.37,0.87,0.04,3.32,0.87,22.99,6.22,10.08,1.87,1.95,0.37,0.0,1.2,1.58,12.4,61.9,13.6,90.7,0.91,59.1,5.19,46.2,2.86,0.91,0.04,0.41,0.83,38.26,93.1,1.2,-4.220897257570567,0.6981977917475745,-0.5165860781256262,3.473450940883648,2.152733593333897,0.9184791532707418,-0.34099769259196305,-1.2797091115556178,0.022720486376081536,0.6207565698961228,0.7208544390953219,-1.309320700231649,0.348866670270651,0.9186163566670991,0.22746316433034058,-0.28139851092593265,0.13279732184727314,0.01399930816303162
Omar Alderete,PAR,DF,Hertha BSC,Bundesliga,0.14,0.0,0.0,0.0,0,0.01,-0.03,0.48,60.97,4.31,81.7,9.17,19.93,-0.01,3.06,0.28,0.07,1.67,1.67,0.0,0.0,0.0,4.1,1.74,0.14,72.3,5.0,22.7,89.3,5.2,3.6,0.2,0.7,1.3,1.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.04,0.42,0.0,1.11,0.35,9.58,3.54,5.83,0.42,1.6,0.76,0.0,0.97,6.94,37.5,37.5,2.1,91.1,1.53,77.3,5.59,58.6,2.29,0.35,0.0,0.28,0.07,51.81,97.7,0.3,-5.325798826461832,-1.9503825807058257,-0.4823862711193613,-3.048449599969264,0.24649433652728567,1.1017137982310443,3.0281925528402134,-1.1102733796069368,0.015445826700428742,-0.3586324563705143,-0.2526595219339254,-0.515935415296328,0.6533590038213151,-0.8234630782696516,-0.3667705533447289,0.8447700890327845,-0.6042649479806215,-1.1436810157156136
Toby Alderweireld,BEL,DF,Tottenham,Premier League,0.08,0.0,0.04,0.0,0,0.01,0.01,0.44,54.82,2.09,83.7,11.53,17.35,-0.01,3.05,0.24,0.04,2.41,2.01,0.0,0.4,0.08,3.94,2.05,0.04,67.8,8.8,23.4,18.7,74.0,4.8,0.3,0.1,1.4,1.5,1.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,1.53,0.92,0.6,0.0,1.08,0.6,8.11,2.97,5.14,0.12,2.13,1.29,0.04,0.6,6.51,35.0,41.5,2.3,91.4,0.12,100.0,4.95,51.3,1.97,0.2,0.0,0.08,0.08,44.34,98.6,0.4,-5.9647326584932845,-3.0537021228193786,-0.8439307514183976,-2.6175304261373675,0.7820483362150494,1.2451245652097536,-0.022926251674273524,0.8421334521543302,-0.3838331610189531,-0.0377823644844651,-1.3372621205521047,-0.14780415573048492,1.403848790291839,-1.0314253291667854,1.138066804171705,-0.22218498686276603,0.08981728388718481,-0.0653461808057754
Iván Alejo,ESP,"MF,FW",Cádiz,La Liga,0.54,0.0,0.11,0.11,0,0.08,0.0,1.41,25.11,2.17,56.3,10.54,4.24,0.02,0.98,1.2,0.65,1.41,0.11,0.33,0.76,0.11,6.2,1.3,5.0,51.9,21.2,26.8,7.8,77.9,5.2,0.4,0.0,3.5,2.6,11.3,0.11,0.11,0.11,0.0,0.22,0.0,0.0,0.11,0.0,0.0,2.17,1.09,0.87,0.22,2.28,0.33,25.22,5.11,8.48,7.5,2.5,0.22,0.0,0.22,0.98,14.7,35.4,47.0,87.4,2.83,57.7,8.4,64.7,6.63,2.17,0.76,2.28,2.28,36.09,68.7,21.9,4.45609980999142,0.41606270489860747,4.862219832902348,2.0631302229647046,-1.3029028953252648,3.595022709178602,-1.3911206904297264,-2.206650134040314,-0.6145438170488213,-1.4228367404795181,-0.23941750826831698,-2.1966874826028273,0.9428593988811205,2.1842521886578257,-2.4197048806070267,-1.2184501156968812,1.0333319873458116,-1.5744970374958185
Carles Aleñá,ESP,"MF,FW",Getafe,La Liga,0.07,0.0,0.13,0.13,0,0.13,0.01,1.98,38.88,4.08,68.9,13.55,10.33,0.0,4.01,1.45,0.33,4.8,2.37,1.97,0.33,0.07,6.12,1.91,1.58,60.2,12.2,27.6,84.1,8.5,4.9,0.2,1.2,2.7,3.6,2.9,0.26,0.39,0.33,0.07,0.13,0.0,0.0,0.0,0.0,0.0,1.18,0.26,0.72,0.2,1.38,0.46,17.11,4.21,3.22,3.82,1.12,0.07,0.0,0.46,0.59,6.1,49.2,42.2,85.6,1.84,64.3,5.07,51.5,4.01,1.58,0.07,1.12,1.25,41.97,77.0,9.4,2.6836475617544093,0.9053541357923166,1.3172064527400893,-1.019607409744868,3.1322096114980145,0.14724814179814882,2.2417909470769173,-2.3845399081553085,-0.10023316513125607,0.45009761665386444,0.08256104352316561,-0.5808486580027177,0.13527976352193066,0.33490634607252434,-0.3793734637918505,1.8462711651731478,-0.15283795267156947,0.16649008719504949
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,0.06,0.0,0.06,0.21,0,0.24,-0.02,1.66,87.27,8.25,75.3,26.38,23.06,-0.03,6.17,3.0,0.95,14.45,1.69,3.09,9.67,0.27,7.36,4.36,5.4,55.4,18.1,26.6,11.4,75.1,2.1,0.2,0.4,1.3,2.1,3.5,0.21,0.18,0.0,0.0,0.39,0.06,0.0,0.03,0.0,0.0,1.72,0.86,0.62,0.24,1.69,0.98,9.73,3.41,3.68,2.7,1.31,0.12,0.0,1.45,2.11,7.1,42.7,34.9,80.0,1.99,56.7,4.3,59.5,6.41,2.14,0.74,0.5,0.62,68.04,94.2,5.5,0.5467341637453742,8.358472381536796,2.825730124552576,-4.9639633109294445,2.7411900909059725,-1.9929246019197708,-2.1548754039889433,0.47267039300903807,-0.6440893130715046,-0.057548399278620876,-1.926168825890488,-0.0999139424024089,2.3745816786216616,-0.1912374099296453,-0.12213954435041678,-1.1727715265661574,-1.4229233916828825,-0.5222348228986886
Ezgjan Alioski,MKD,DF,Leeds United,Premier League,0.26,0.0,0.07,0.11,0,0.11,0.02,0.91,59.71,4.18,80.1,25.75,7.18,-0.0,3.0,1.17,0.48,9.3,1.14,0.0,8.17,0.07,6.23,0.81,2.16,61.2,24.6,14.2,72.0,7.5,5.2,0.0,0.2,1.7,2.8,3.7,0.0,0.11,0.07,0.0,0.22,0.04,0.0,0.04,0.0,0.0,3.0,1.5,1.21,0.29,2.82,1.03,19.56,5.57,8.9,2.71,1.68,0.22,0.0,1.32,2.23,8.4,44.4,26.5,81.4,0.92,60.0,5.41,64.5,5.09,1.94,0.15,0.88,0.77,48.24,89.9,6.0,-1.262292958793787,3.8916992176477336,3.4081455026724674,1.5995829499487233,-1.5677132474164288,-0.9817491801506799,1.9274535683318663,1.0415611447575832,-0.13513288954932262,0.2540312566165464,0.5077068837787821,-0.46636264371190933,0.8568214051457871,0.994250652693555,-0.5684639428777477,0.12371259568085104,0.3863919076251757,-0.6819085753051229
Allan,BRA,MF,Everton,Premier League,0.26,0.0,0.0,0.0,0,0.04,-0.01,0.31,45.96,3.6,85.8,17.59,7.81,-0.04,3.99,0.66,0.04,1.49,0.96,0.0,0.22,0.0,6.49,0.61,0.13,73.3,13.4,13.4,10.8,85.3,2.7,0.4,0.3,1.0,2.5,1.9,0.18,0.04,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,3.29,1.71,1.45,0.13,4.12,1.23,29.52,8.38,11.8,1.93,1.71,0.57,0.0,1.01,1.32,2.0,59.5,10.9,89.8,1.89,65.1,6.12,59.3,4.21,1.4,0.09,0.61,0.96,38.2,95.9,2.0,-3.833856976920761,2.48082474000282,-0.8139240161680351,5.8192059712780235,-1.5625847352474374,1.8135700214781478,-0.5671415965982124,-0.807413400572179,0.5116011692565662,1.2971050214893378,0.7409135090864459,-1.459321987902545,0.6529246779856321,0.6743739272515684,0.19483542381438707,1.126223300387176,0.5492871835464801,0.10718549393724662
Miguel Almirón,PAR,"MF,FW",Newcastle Utd,Premier League,0.11,0.0,0.15,0.04,0,0.1,0.03,1.22,32.48,2.41,81.1,14.63,4.04,-0.07,2.07,0.96,0.26,1.19,0.22,0.22,0.22,0.07,5.22,0.63,1.07,76.7,12.3,10.9,91.2,4.3,2.3,0.8,0.5,0.8,2.5,3.5,0.22,0.11,0.15,0.07,0.15,0.0,0.0,0.04,0.0,0.0,1.78,0.81,0.85,0.11,2.07,0.59,18.74,4.22,6.41,4.56,1.33,0.19,0.07,1.0,0.89,10.2,41.9,38.1,87.5,2.37,56.2,6.76,53.4,4.67,2.11,0.41,1.52,1.59,38.74,76.2,13.2,1.3104374700727095,-0.11673798606454013,-0.07614564141899113,0.5952658310707671,-2.551471950196515,1.073603964561683,2.766779718969212,-1.6365070317054937,0.3848145079904179,0.9563173465298699,-0.5692773514747365,-0.3072545067722189,1.0774295813152182,-0.7180502489927104,-1.002122083322229,1.59306223149581,2.0988964354994275,1.9152751094512905
Marcos Alonso,ESP,DF,Chelsea,Premier League,0.19,0.0,0.19,0.0,0,0.11,0.03,2.06,55.33,4.58,81.6,24.95,5.79,-0.1,1.78,0.75,0.19,8.04,1.03,0.37,6.64,0.0,7.94,0.37,1.21,66.9,18.4,14.7,73.5,8.8,3.4,0.5,0.7,1.0,2.2,4.2,0.0,0.47,0.09,0.09,0.19,0.0,0.0,0.09,0.0,0.0,1.21,0.47,0.47,0.28,1.59,0.28,13.08,3.83,5.7,2.8,2.06,0.09,0.0,1.03,3.46,17.0,39.7,34.6,81.9,1.31,50.0,4.91,59.9,5.89,1.78,0.84,0.37,1.31,49.25,86.0,9.7,1.2314729520811036,1.0122671605899938,1.0809023443293242,-1.2612770832521836,-1.6917573879321124,-1.8948714105905595,2.296620278724735,0.1682893201278361,-1.6493150033881783,1.011184630662168,-0.6786412819462071,0.6144657841327514,2.1387919790112337,1.9846858755383714,-1.7770026418970688,1.2419504709663582,0.3012613188998498,0.27533374723399895
Sergio Álvarez,ESP,"MF,DF",Eibar,La Liga,0.17,0.0,0.0,0.0,0,0.05,-0.02,0.34,39.54,2.01,77.8,12.76,7.7,-0.05,2.93,0.11,0.06,0.8,0.63,0.0,0.11,0.0,7.64,1.38,0.34,63.7,12.5,23.8,9.4,76.2,9.0,0.1,0.1,2.9,1.3,1.7,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,2.18,0.46,1.49,0.23,1.49,0.34,19.43,5.57,5.23,2.07,2.01,0.29,0.0,0.75,2.3,11.3,62.3,16.7,94.3,0.52,66.7,5.02,34.5,2.36,0.69,0.11,0.63,0.75,28.62,94.8,3.6,-2.9431301276013184,-2.313556672757992,-0.20823572709696517,3.4694663015081892,1.882886359701709,-0.32432503179225297,-0.42721053243214846,-1.66885631209548,0.8484619676999656,-0.3372584167244447,-0.6484015364310927,-0.7210450272706252,-0.783485781521403,0.37193839921149763,0.9801600110218492,-0.13338578574629287,-0.20341339398293848,0.3583323597585612
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,0.28,0.0,0.05,0.0,0,0.02,0.02,0.51,49.12,2.59,84.4,11.94,13.33,-0.02,2.64,0.19,0.0,2.5,2.36,0.0,0.14,0.05,4.86,2.41,0.09,72.3,9.1,18.6,7.3,83.5,5.7,0.1,0.3,1.9,1.4,1.3,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.74,0.46,0.05,1.06,0.42,6.71,2.13,3.84,0.32,1.16,0.28,0.0,1.81,6.11,31.5,46.7,3.9,89.1,0.46,80.0,7.07,52.3,2.41,0.74,0.05,0.09,0.09,36.48,98.5,0.9,-5.085890810322606,-2.647010824475422,-1.007509596930866,-2.675133675684908,0.5644064404253247,1.2478939915052036,-0.9229994006586033,-1.2492270507185377,-0.36928846966375084,0.10147101618943423,-0.2277728968752531,-0.5688275451024986,-0.8659865370754716,1.0392920017239808,0.052598316742549577,0.11773983308897112,-0.5598323553909739,-0.8028162077920773
Bruno Alves,POR,DF,Parma,Serie A,0.17,0.0,0.06,0.0,0,0.01,0.04,0.55,50.61,1.99,86.9,7.02,17.96,-0.01,2.32,0.11,0.06,1.93,1.6,0.0,0.17,0.0,3.37,3.04,0.39,68.7,10.4,21.0,15.4,75.4,4.7,0.3,0.4,1.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.55,0.33,0.0,0.72,0.44,7.73,2.04,5.08,0.28,1.55,0.77,0.0,0.83,4.81,45.0,42.5,3.5,89.9,0.22,50.0,5.97,51.9,1.27,0.11,0.0,0.11,0.06,40.33,98.6,0.7,-5.33156243407557,-3.845207152802528,-0.6526760128227963,-3.5033572778941093,0.7482714152671731,1.0690993187746414,-0.6015256551958814,-0.4547469468748898,0.4554508589131528,0.6763478625072207,-0.6119776434979437,-0.10724065712176678,0.022774007278545033,-0.021104265855648476,-0.4348755746883167,-0.19496228595021717,-0.12300761924190262,-0.8627719279924944
