Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,CrdY/90,CrdR/90,G/90,A/90,(G+A)/90,PKatt,PK,(G-PK)/90,(G+A-PK)/90,xG/90,xA/90,(xG+xA)/90,npxG/90,(npxG+xA)/90,(G-xG)/90,(np:G-xG)/90,Sh/90,SoT/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,MedAtt/90,LongAtt/90,(A-xA)/90,KP/90,(1/3)/90,PPA/90,CrsPA/90,LiveAtt/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,SCA/90,(SCA:Live)/90,(SCA:Dead)/90,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Live)/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,TklW/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Mid)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,(Tkl+Int)/90,Clr/90,Tch/90,TchDef:Pen%,Tch:Def%,Tch:Mid%,Tch:Att%,TchAtt:Pen%,Tch:Live%,Dri/90,DriW%,Carries/90,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%
Yun Il-lok,KOR,"MF,FW",Montpellier,Ligue 1,28,12,3,312,3.5,0.29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.15,0.11,0.26,0.15,0.26,-0.14,-0.14,1.73,0.0,27.71,2.0,73.4,14.0,10.57,3.14,-0.11,0.86,2.0,0.29,0.29,29.14,2.0,0.29,1.14,0.29,0.0,8.0,1.43,0.57,68.8,14.7,16.5,20.2,67.0,4.6,0.0,0.9,2.8,1.8,6.4,2.02,1.71,0.29,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,13.14,3.43,2.0,8.57,2.57,0.57,0.0,0.0,1.71,1.71,0.29,41.14,9.1,9.0,60.4,30.6,9.1,90.3,1.43,20.0,22.0,5.27,52.5,3.14,0.86,0.29,0.86,1.43,40.0,62.1,14.9
Ivan Ilić,SRB,MF,Hellas Verona,Serie A,19,29,19,1835,20.4,0.1,0.0,0.1,0.0,0.1,0,0,0.1,0.1,0.05,0.04,0.09,0.05,0.09,0.04,0.04,0.59,0.15,54.9,4.56,84.0,19.95,26.57,8.38,-0.03,0.69,5.05,0.54,0.05,52.7,3.92,2.75,1.03,0.0,0.05,6.72,1.03,0.74,74.8,9.4,15.8,84.0,8.5,4.8,0.3,0.4,1.6,2.4,1.6,1.81,1.08,0.25,0.05,0.1,0.29,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.69,0.34,0.59,0.25,1.13,0.29,13.24,4.12,3.28,6.86,3.09,1.37,0.2,0.0,1.52,2.7,1.23,69.17,6.8,16.9,63.2,19.9,6.8,88.7,1.81,81.1,44.71,5.49,50.3,4.9,1.18,0.25,0.88,1.18,46.81,92.1,4.2
Josip Iličić,SVN,"FW,MF",Atalanta,Serie A,32,28,17,1526,17.0,0.12,0.0,0.35,0.53,0.88,2,2,0.24,0.77,0.33,0.46,0.79,0.24,0.7,0.02,-0.01,3.36,1.06,56.12,8.24,74.4,24.76,19.53,11.82,0.07,3.65,4.06,4.59,1.0,54.82,4.59,1.59,2.41,0.35,0.41,8.82,3.53,3.71,69.4,12.5,18.1,81.7,16.2,0.5,0.9,0.2,2.0,3.4,4.1,6.07,4.41,0.53,0.41,0.29,0.41,0.0,1.18,0.76,0.0,0.18,0.12,0.12,0.0,0.53,0.24,0.06,0.18,0.29,1.12,0.18,11.41,3.18,0.94,4.41,6.06,0.76,0.0,0.0,0.35,0.88,0.12,83.12,13.7,4.8,39.1,56.1,13.7,87.6,5.18,63.6,65.0,5.4,56.6,12.06,4.0,2.12,2.88,3.76,79.12,81.1,18.8
Asier Illarramendi,ESP,MF,Real Sociedad,La Liga,30,6,6,337,3.7,0.54,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,69.46,6.76,91.2,26.76,32.97,9.73,0.0,0.27,7.84,0.54,0.0,64.05,6.49,5.95,0.0,0.54,0.27,6.49,1.62,0.54,75.1,8.8,16.1,10.3,83.5,2.3,0.4,0.4,0.0,0.4,0.4,1.34,1.08,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.81,0.27,0.81,0.0,1.08,0.27,10.0,3.78,2.16,4.86,2.97,1.62,0.27,0.0,1.35,2.43,2.43,83.24,0.0,18.5,71.1,10.4,0.0,85.7,0.0,,52.43,6.25,55.1,7.3,0.0,0.0,0.0,0.0,58.11,96.7,1.0
Stefan Ilsanker,AUT,"MF,DF",Eint Frankfurt,Bundesliga,31,27,17,1578,17.5,0.23,0.0,0.06,0.0,0.06,0,0,0.06,0.06,0.07,0.01,0.08,0.07,0.08,-0.01,-0.01,0.74,0.23,48.86,3.77,80.2,16.51,23.43,8.91,-0.01,0.29,3.31,0.29,0.06,48.4,2.06,1.66,0.0,0.4,0.0,6.51,0.91,0.17,67.7,11.7,20.6,11.2,76.9,7.6,0.7,0.0,1.2,1.6,1.9,0.74,0.57,0.0,0.0,0.11,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.06,2.63,1.6,1.49,1.03,0.11,2.17,0.8,16.91,4.97,7.6,8.11,1.2,2.46,0.74,0.0,1.37,4.0,3.43,64.74,10.8,38.3,51.9,9.8,10.8,92.4,0.69,83.3,31.6,5.2,51.1,2.8,0.74,0.06,0.34,0.29,36.97,94.6,2.5
Ciro Immobile,ITA,FW,Lazio,Serie A,30,35,34,2849,31.7,0.13,0.03,0.63,0.19,0.82,8,4,0.51,0.69,0.63,0.21,0.84,0.44,0.65,0.0,0.07,3.6,1.39,25.27,1.96,74.7,14.67,7.82,2.78,-0.02,1.7,0.98,0.98,0.06,27.13,0.88,0.09,0.16,0.22,0.22,5.62,0.6,0.63,72.2,18.1,9.7,9.3,83.3,2.3,2.0,0.2,1.4,5.2,4.1,3.79,2.65,0.06,0.35,0.41,0.28,0.03,0.57,0.28,0.0,0.03,0.09,0.13,0.03,0.47,0.28,0.16,0.09,0.22,0.73,0.16,13.88,4.07,1.7,5.02,7.16,0.47,0.0,0.0,0.16,0.63,0.19,41.42,32.0,8.8,36.2,55.0,32.0,92.1,1.55,65.3,27.82,5.02,51.5,4.04,1.1,1.14,2.4,1.83,51.14,61.3,30.3
Riccardo Improta,ITA,"MF,DF",Benevento,Serie A,26,34,23,2335,25.9,0.27,0.0,0.04,0.0,0.04,0,0,0.04,0.04,0.09,0.07,0.16,0.09,0.16,-0.05,-0.05,1.39,0.23,33.98,4.17,72.4,15.33,12.63,6.02,-0.07,0.85,2.55,1.31,0.66,32.66,3.86,0.62,0.15,2.97,0.15,6.6,0.97,2.39,55.9,18.3,25.8,23.2,59.3,5.3,0.1,0.2,1.8,2.9,4.5,1.97,1.62,0.08,0.08,0.15,0.04,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.51,0.89,0.89,0.42,0.19,1.47,0.54,14.59,3.75,6.53,5.79,2.28,1.35,0.19,0.0,1.27,2.78,1.81,51.62,12.9,23.6,43.4,33.0,12.9,85.3,1.2,64.5,30.0,5.95,58.1,4.29,1.7,0.31,0.97,1.43,38.69,79.8,11.6
Roberto Inglese,ITA,FW,Parma,Serie A,28,14,6,576,6.4,0.31,0.0,0.0,0.31,0.31,0,0,0.0,0.31,0.09,0.15,0.24,0.09,0.24,-0.09,-0.09,1.25,0.78,15.94,1.41,65.2,8.59,6.09,1.25,0.16,0.47,0.78,0.47,0.0,16.09,1.88,0.0,0.0,0.0,0.16,4.38,0.47,0.47,55.7,21.7,22.6,14.8,64.3,10.4,3.5,0.0,1.7,3.5,6.1,1.41,0.47,0.0,0.31,0.31,0.16,0.16,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.78,0.62,0.16,0.16,0.47,1.56,0.16,14.84,2.97,2.34,7.5,5.0,1.56,0.16,0.0,0.16,0.94,0.62,34.06,24.3,13.8,52.3,33.9,24.3,89.4,0.94,100.0,20.62,3.14,24.6,0.78,0.16,0.16,4.22,4.06,46.88,50.0,28.0
Danny Ings,ENG,FW,Southampton,Premier League,28,29,26,2173,24.1,0.04,0.0,0.5,0.17,0.66,2,2,0.41,0.58,0.34,0.11,0.45,0.28,0.39,0.15,0.14,2.28,0.99,19.75,2.03,66.3,10.83,6.31,2.61,0.06,0.91,1.2,0.79,0.25,21.08,0.46,0.0,0.0,0.08,0.04,5.48,0.46,1.0,63.0,17.7,19.3,10.8,80.3,4.8,1.2,0.8,2.7,3.9,4.8,2.36,1.74,0.0,0.37,0.17,0.08,0.0,0.41,0.21,0.0,0.12,0.08,0.0,0.0,1.04,0.54,0.25,0.66,0.12,1.37,0.46,16.22,3.9,2.28,6.8,7.14,1.95,0.12,0.0,0.29,1.33,0.71,35.89,30.1,9.7,43.5,46.8,30.1,93.1,2.66,57.8,22.82,4.09,45.9,2.45,0.95,0.58,2.41,1.37,42.61,55.9,27.0
Marcus Ingvartsen,DEN,"MF,FW",Union Berlin,Bundesliga,24,30,24,1963,21.8,0.18,0.0,0.14,0.23,0.37,1,0,0.14,0.37,0.19,0.09,0.28,0.16,0.25,-0.05,-0.02,1.7,0.6,27.43,1.97,71.0,12.89,10.64,3.9,0.13,0.96,1.51,0.5,0.14,28.3,1.61,1.01,0.5,0.05,0.05,7.89,0.69,1.1,59.5,20.1,20.4,64.7,19.2,8.1,1.2,1.1,2.8,2.0,3.8,2.11,1.19,0.37,0.14,0.18,0.14,0.09,0.41,0.18,0.09,0.05,0.0,0.0,0.09,1.1,0.64,0.41,0.55,0.14,1.28,0.41,17.2,5.09,4.04,8.99,4.17,1.38,0.05,0.0,1.38,2.48,0.73,46.06,14.8,18.6,47.7,33.7,14.8,90.7,1.97,39.5,27.06,4.53,46.1,2.8,1.01,0.41,2.43,1.97,40.92,70.0,19.4
Lorenzo Insigne,ITA,FW,Napoli,Serie A,29,35,33,2865,31.8,0.06,0.03,0.6,0.25,0.85,8,7,0.38,0.63,0.51,0.27,0.77,0.31,0.58,0.09,0.06,4.27,1.26,56.07,5.72,79.8,25.31,19.84,10.91,-0.02,2.01,3.52,2.77,0.41,53.36,5.22,1.73,2.04,1.29,0.28,8.87,3.08,2.01,70.0,12.2,17.8,5.1,90.9,1.3,0.4,0.8,1.2,2.9,2.5,4.81,3.24,0.38,0.44,0.57,0.06,0.13,0.53,0.35,0.03,0.06,0.09,0.0,0.0,0.85,0.38,0.25,0.41,0.19,2.48,0.35,11.76,2.96,3.96,4.72,3.08,1.04,0.06,0.0,1.54,2.39,0.35,77.61,16.3,11.5,43.7,44.9,16.3,85.3,3.11,59.6,52.74,5.77,61.7,9.97,2.83,1.64,1.54,1.82,64.81,84.5,12.2
Roberto Insigne,ITA,"MF,FW",Benevento,Serie A,26,30,17,1599,17.8,0.11,0.0,0.11,0.23,0.34,0,0,0.11,0.34,0.2,0.2,0.4,0.2,0.4,-0.08,-0.08,2.14,0.68,32.81,3.15,79.2,15.0,11.85,5.96,0.02,2.19,1.63,1.74,0.39,32.08,3.03,0.62,1.91,0.28,0.22,6.07,1.18,1.46,72.3,9.8,17.9,86.1,7.7,4.0,0.5,0.2,0.8,2.4,2.9,3.6,2.53,0.67,0.17,0.17,0.06,0.0,0.39,0.28,0.0,0.06,0.06,0.0,0.0,1.01,0.39,0.39,0.28,0.34,1.63,0.51,11.01,2.75,2.58,4.04,4.38,0.84,0.0,0.0,0.39,1.4,0.79,47.92,18.0,12.8,43.0,44.2,18.0,87.1,1.46,57.7,32.3,6.67,49.0,5.28,1.52,0.79,1.57,1.18,42.36,76.0,20.1
Pablo Insua,ESP,DF,Huesca,La Liga,26,20,17,1587,17.6,0.51,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,-0.01,-0.01,0.23,0.0,42.5,1.08,85.7,9.66,22.22,10.62,-0.01,0.11,1.31,0.06,0.0,41.53,1.36,1.31,0.0,0.06,0.0,5.17,1.53,0.11,72.6,8.3,19.1,9.8,81.1,5.7,0.3,0.4,2.1,1.2,0.7,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.7,1.02,1.25,0.45,0.0,1.82,0.68,12.9,4.49,8.58,3.98,0.34,1.14,0.45,0.0,0.85,2.56,4.6,54.15,26.9,63.5,33.8,2.7,26.9,92.1,0.17,100.0,31.82,5.14,50.9,1.31,0.28,0.0,0.0,0.11,34.15,98.3,0.3
Takashi Inui,JPN,"MF,FW",Eibar,La Liga,32,28,22,1819,20.2,0.0,0.0,0.05,0.0,0.05,0,0,0.05,0.05,0.12,0.09,0.21,0.12,0.21,-0.07,-0.07,1.83,0.84,24.75,1.83,68.5,11.39,9.01,4.36,-0.09,0.69,1.19,1.14,0.5,24.75,1.68,0.15,0.1,1.14,0.05,6.49,1.44,3.47,60.1,22.3,17.6,11.6,79.0,2.6,0.7,0.2,5.4,1.7,5.6,2.03,1.14,0.05,0.45,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.5,0.25,0.25,0.3,0.94,0.25,15.45,4.8,3.22,4.9,7.33,1.34,0.0,0.0,0.74,1.53,0.25,40.99,10.8,8.5,37.8,53.7,10.8,89.1,3.12,49.2,28.47,5.51,58.6,5.5,1.63,0.64,2.38,1.98,39.06,69.1,17.1
Artur Ioniță,MDA,MF,Benevento,Serie A,29,36,34,2835,31.5,0.19,0.0,0.06,0.0,0.06,0,0,0.06,0.06,0.05,0.01,0.06,0.05,0.06,0.02,0.02,0.76,0.25,22.51,1.24,78.0,12.35,7.65,2.51,-0.01,0.29,1.52,0.32,0.1,23.71,0.63,0.41,0.03,0.1,0.0,5.62,0.41,0.54,64.9,16.8,18.3,23.6,57.8,10.2,0.8,0.5,1.7,1.8,4.2,0.83,0.6,0.03,0.06,0.0,0.06,0.06,0.13,0.06,0.0,0.0,0.0,0.03,0.03,1.62,1.11,0.6,0.86,0.16,1.78,0.48,17.24,5.05,4.48,9.49,3.27,1.4,0.41,0.0,1.11,2.73,0.98,35.02,15.1,22.8,54.5,22.8,15.1,91.9,0.95,66.7,18.29,5.71,46.7,1.9,0.86,0.06,0.73,0.83,25.3,71.8,11.2
Alexander Isak,SWE,FW,Real Sociedad,La Liga,20,34,30,2340,26.0,0.15,0.0,0.65,0.08,0.73,1,0,0.65,0.73,0.6,0.09,0.68,0.57,0.66,0.06,0.09,3.0,1.5,15.65,1.35,72.5,8.27,5.96,1.42,-0.01,0.42,0.54,0.81,0.08,15.58,1.88,0.04,0.0,0.04,0.19,4.23,0.19,0.81,67.4,18.7,13.9,17.2,68.9,7.0,1.1,0.7,2.2,3.7,5.7,1.85,0.92,0.04,0.31,0.19,0.35,0.04,0.23,0.12,0.0,0.0,0.04,0.08,0.0,0.54,0.38,0.0,0.19,0.35,0.35,0.08,11.15,3.08,0.46,3.19,7.5,0.54,0.08,0.0,0.19,0.73,0.23,29.77,39.8,3.6,45.7,50.6,39.8,87.3,2.65,49.3,19.15,5.58,53.4,2.77,0.96,0.88,2.19,1.46,42.5,49.2,34.9
Isco,ESP,"MF,FW",Real Madrid,La Liga,28,25,8,908,10.1,0.1,0.0,0.0,0.2,0.2,0,0,0.0,0.2,0.18,0.17,0.35,0.18,0.35,-0.18,-0.18,2.08,0.3,69.01,6.73,86.6,33.47,25.15,10.4,0.03,1.98,6.73,1.68,0.1,68.12,4.26,1.68,1.68,0.89,0.0,10.1,2.18,1.88,77.4,10.0,12.6,7.4,89.9,0.7,0.7,1.2,0.8,1.9,1.9,3.87,2.87,0.5,0.2,0.3,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.89,0.79,0.4,0.4,0.1,1.49,0.1,14.26,4.16,2.77,7.82,3.66,0.99,0.1,0.0,0.5,1.39,0.4,91.39,13.1,11.7,54.4,33.9,13.1,86.9,4.16,69.0,67.33,5.91,55.2,10.99,3.37,0.69,2.18,1.49,78.51,89.8,7.4
Ardian Ismajli,ALB,DF,Spezia,Serie A,23,17,14,1297,14.4,0.21,0.07,0.07,0.07,0.14,0,0,0.07,0.14,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.42,0.07,48.75,2.15,89.3,8.33,27.85,12.57,0.07,0.0,2.15,0.07,0.07,47.29,1.94,1.81,0.0,0.14,0.0,5.42,1.39,0.07,76.3,8.6,15.1,11.0,81.2,5.1,0.4,0.1,1.0,1.1,0.6,0.56,0.35,0.0,0.0,0.21,0.0,0.0,0.21,0.07,0.0,0.0,0.14,0.0,0.0,1.32,0.83,0.83,0.42,0.07,1.18,0.56,9.31,3.26,4.79,4.31,0.21,0.83,0.42,0.0,1.67,2.99,6.39,64.17,41.7,50.0,48.7,1.3,41.7,89.8,0.0,,34.58,6.59,54.9,2.99,0.28,0.0,0.07,0.14,38.68,98.4,0.2
Branislav Ivanović,SRB,DF,West Brom,Premier League,36,13,8,767,8.5,0.24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,-0.07,-0.07,0.47,0.12,36.24,1.18,85.2,8.71,19.18,8.35,-0.01,0.12,1.29,0.35,0.0,34.12,2.47,2.35,0.0,0.12,0.0,3.18,1.06,0.0,71.7,11.3,17.0,8.4,77.2,10.3,0.0,0.0,2.3,1.0,1.6,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.59,1.06,0.59,0.0,1.41,0.59,9.76,2.12,6.35,3.29,0.12,1.76,0.82,0.0,0.35,2.0,3.65,46.82,54.5,50.3,47.0,2.8,54.5,91.5,0.0,,20.35,4.55,51.0,0.47,0.12,0.0,0.12,0.12,25.18,96.7,0.5
Alex Iwobi,NGA,"FW,DF",Everton,Premier League,24,30,17,1542,17.1,0.0,0.0,0.06,0.12,0.18,0,0,0.06,0.18,0.06,0.11,0.17,0.06,0.17,-0.01,-0.01,0.88,0.18,37.78,4.27,77.0,14.15,17.02,6.61,0.01,0.94,2.05,1.52,0.53,38.42,1.81,0.0,0.0,1.75,0.12,6.14,1.46,3.04,73.0,13.4,13.7,10.8,83.1,1.0,0.1,0.7,1.3,2.2,4.7,2.68,2.34,0.0,0.12,0.12,0.06,0.06,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.93,1.23,0.94,0.88,0.12,1.58,0.82,13.1,4.27,5.44,4.21,3.45,1.29,0.06,0.0,1.05,2.98,0.7,57.02,12.7,19.8,43.0,37.2,12.7,87.1,4.15,64.8,40.82,7.15,60.0,8.65,2.51,0.82,1.58,1.64,46.02,79.5,10.2
Jairo Izquierdo,ESP,"MF,DF",Cádiz,La Liga,26,30,11,1277,14.2,0.28,0.0,0.07,0.0,0.07,0,0,0.07,0.07,0.06,0.07,0.12,0.06,0.12,0.01,0.01,0.7,0.21,30.7,1.48,71.9,14.51,11.2,5.0,-0.06,0.56,1.48,0.56,0.28,29.01,3.59,0.21,0.35,2.96,0.0,6.41,0.92,1.83,60.0,22.2,17.7,78.6,7.8,3.0,0.4,0.2,2.8,3.0,5.4,0.99,0.7,0.14,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.42,0.77,0.49,0.28,2.61,0.7,13.24,3.38,5.07,5.56,2.61,1.27,0.07,0.0,1.13,2.68,0.85,46.06,6.6,23.7,43.9,32.4,6.6,83.2,1.83,57.7,27.46,7.11,62.4,5.0,1.76,0.35,1.48,1.13,31.34,75.3,11.0
José Izquierdo,COL,DF,Brighton,Premier League,28,1,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,10.0,10.0,90.0,0.0,88.9,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,20.0,0.0,0.0,20.0,0.0,10.0,0.0,10.0,66.7,22.2,11.1,0.0,77.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,9.1,0.0,15.4,84.6,9.1,76.9,10.0,0.0,100.0,8.6,75.6,30.0,10.0,0.0,10.0,0.0,90.0,100.0,22.2
Armando Izzo,ITA,DF,Torino,Serie A,28,25,24,2004,22.3,0.13,0.0,0.09,0.0,0.09,0,0,0.09,0.09,0.06,0.02,0.08,0.06,0.08,0.03,0.03,0.67,0.13,51.61,3.36,82.7,17.8,21.17,12.65,-0.02,0.27,3.41,0.31,0.13,48.7,3.63,2.87,0.0,0.76,0.0,5.74,2.24,0.58,63.1,10.5,26.4,25.6,65.5,4.9,0.4,0.3,2.1,1.2,0.5,1.12,0.85,0.0,0.04,0.13,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.08,0.81,0.58,0.09,1.61,0.54,11.21,3.5,5.16,4.89,1.17,1.43,0.54,0.0,2.38,3.86,4.98,67.8,21.6,40.5,48.8,10.7,21.6,89.3,0.58,53.8,40.09,5.87,51.6,3.27,0.9,0.0,0.49,0.31,41.75,96.8,1.3
Phil Jagielka,ENG,DF,Sheffield Utd,Premier League,37,10,6,526,5.8,0.17,0.17,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.21,0.86,76.3,6.72,12.24,12.24,0.0,0.0,0.69,0.0,0.0,30.0,2.07,1.21,0.0,0.86,0.0,4.83,1.72,0.17,58.6,11.8,29.6,15.6,72.0,5.9,0.0,0.0,3.8,1.6,1.1,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.69,0.86,0.52,0.17,1.9,0.86,9.66,2.93,6.9,2.76,0.0,2.59,1.03,0.0,2.07,3.62,8.1,46.03,12.5,55.1,41.9,3.0,12.5,93.3,0.0,,19.31,3.21,42.2,0.69,0.17,0.0,0.0,0.0,21.55,94.4,0.8
Alireza Jahanbakhsh,IRN,"FW,MF",Brighton,Premier League,26,21,6,528,5.9,0.51,0.0,0.0,0.17,0.17,0,0,0.0,0.17,0.28,0.54,0.82,0.28,0.82,-0.27,-0.27,3.24,0.51,41.53,3.56,74.0,18.31,16.95,6.27,-0.37,1.86,0.68,3.22,0.85,43.05,1.86,0.34,0.34,0.68,0.68,7.12,1.36,4.75,70.9,13.2,15.8,7.5,85.3,2.6,1.9,0.4,1.1,2.3,5.7,3.41,2.88,0.0,0.17,0.17,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.36,0.85,0.17,1.02,0.17,2.03,0.34,15.76,4.24,2.54,5.25,7.97,1.53,0.17,0.0,1.19,2.54,0.17,58.81,17.9,7.5,32.9,59.7,17.9,91.6,3.05,83.3,40.0,5.17,62.8,7.12,2.54,1.53,2.03,1.19,57.8,73.3,18.0
Mato Jajalo,BIH,MF,Udinese,Serie A,32,1,0,34,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,79.3,37.5,25.0,7.5,0.0,0.0,0.0,0.0,0.0,67.5,5.0,5.0,0.0,0.0,0.0,12.5,0.0,0.0,79.3,6.9,13.8,20.7,79.3,0.0,0.0,0.0,0.0,6.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,7.5,10.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,7.5,90.0,0.0,33.3,58.3,8.3,0.0,94.4,0.0,,47.5,4.37,43.4,2.5,0.0,0.0,0.0,0.0,57.5,100.0,0.0
Ismail Jakobs,GER,"DF,MF",Köln,Bundesliga,20,23,18,1726,19.2,0.31,0.0,0.05,0.05,0.1,0,0,0.05,0.1,0.1,0.1,0.21,0.1,0.21,-0.05,-0.05,1.15,0.31,34.01,1.93,66.8,15.68,12.03,6.3,-0.05,0.73,0.99,1.04,0.68,31.2,5.05,0.42,0.05,4.58,0.0,6.77,1.25,3.23,50.1,23.6,26.3,73.4,7.6,3.4,0.4,0.4,2.7,2.4,5.2,1.46,1.3,0.05,0.05,0.0,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.56,0.62,1.04,0.26,0.26,1.3,0.68,14.43,3.75,5.89,4.95,3.59,1.72,0.0,0.0,0.94,2.5,1.88,50.21,13.5,24.0,36.7,39.3,13.5,84.9,1.3,44.0,26.15,5.42,52.3,3.49,1.2,0.62,1.67,1.2,39.06,73.1,18.2
Daniel James,WAL,FW,Manchester Utd,Premier League,22,15,11,910,10.1,0.3,0.0,0.3,0.1,0.4,0,0,0.3,0.4,0.23,0.12,0.34,0.23,0.34,0.07,0.07,1.68,0.59,27.23,2.48,78.0,17.43,8.71,1.09,-0.02,0.99,0.59,1.19,0.3,29.8,0.3,0.1,0.0,0.2,0.1,5.84,0.3,1.78,81.9,10.5,7.6,11.2,84.5,2.0,0.0,0.3,2.0,1.3,5.9,1.58,1.39,0.0,0.0,0.0,0.2,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.19,0.89,0.4,0.5,0.3,2.28,0.2,21.88,4.55,4.55,8.71,8.61,1.39,0.1,0.0,0.99,2.18,0.4,45.15,18.5,12.5,36.4,51.1,18.5,91.9,1.78,50.0,31.09,6.05,61.9,6.04,1.68,1.09,1.78,2.08,41.78,72.7,16.9
Reece James,ENG,DF,Chelsea,Premier League,20,32,25,2373,26.4,0.11,0.0,0.04,0.08,0.11,0,0,0.04,0.11,0.06,0.12,0.18,0.06,0.18,-0.02,-0.02,1.37,0.46,73.18,4.2,85.0,30.27,30.98,11.93,-0.04,1.52,3.07,1.7,0.91,66.14,9.13,0.98,1.25,6.89,0.04,7.39,2.42,3.79,68.2,17.3,14.4,9.9,77.0,2.8,0.3,0.4,1.1,1.5,2.5,2.81,2.05,0.34,0.11,0.04,0.19,0.08,0.19,0.11,0.04,0.0,0.0,0.04,0.0,2.42,1.36,1.33,0.8,0.3,1.86,0.72,13.64,3.48,6.02,5.76,1.86,2.2,0.34,0.0,1.55,3.98,2.05,91.67,7.5,24.3,41.7,34.0,7.5,84.6,2.01,75.5,56.44,4.3,52.8,6.74,1.86,0.95,0.49,1.02,64.92,92.3,6.5
Alexandre Jankewitz,SUI,MF,Southampton,Premier League,18,2,1,3,0.0,,inf,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,inf,inf,66.7,inf,inf,,,,,inf,,inf,,,,,,,,,66.7,33.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,0.0,30.0,inf,,,,,,0.0,,,,,,,inf,,inf,inf,,inf,inf,inf,inf,inf,inf,,,,,,inf,,inf,0.0,28.6,42.9,28.6,0.0,100.0,,,inf,1.4,0.0,,,,inf,,inf,100.0,0.0
